Trait1	Trait2	Common_eGenes	eGene_Ratio	eGene_List
Abnormality_of_refraction	Vitiligo	1	0.043478260869565216	['IKZF4']
Abnormality_of_refraction	age_at_menarche	2	0.08695652173913043	['RP11-1042B17.3', 'C14orf39']
Abnormality_of_refraction	albumin_globulin_ratio_measurement	1	0.043478260869565216	['MYO1D']
Abnormality_of_refraction	alopecia_areata	1	0.043478260869565216	['IKZF4']
Abnormality_of_refraction	asthma	1	0.043478260869565216	['IKZF4']
Abnormality_of_refraction	atopic_eczema__psoriasis	1	0.043478260869565216	['AC073254.1']
Abnormality_of_refraction	axial_length_measurement	2	0.08695652173913043	['CHDH', 'IL17RB']
Abnormality_of_refraction	body_height	2	0.08695652173913043	['C14orf39', 'AC073254.1']
Abnormality_of_refraction	body_mass_index	2	0.08695652173913043	['CHDH', 'IL17RB']
Abnormality_of_refraction	childhood_onset_asthma	1	0.043478260869565216	['TJP2']
Abnormality_of_refraction	hypermetropia	2	0.08695652173913043	['ACTC1', 'TOX']
Abnormality_of_refraction	non-small_cell_lung_carcinoma	1	0.043478260869565216	['AC073254.1']
Abnormality_of_refraction	open-angle_glaucoma	1	0.043478260869565216	['C14orf39']
Abnormality_of_refraction	optic_cup_area_measurement	1	0.043478260869565216	['C14orf39']
Abnormality_of_refraction	optic_disc_area_measurement	1	0.043478260869565216	['C14orf39']
Abnormality_of_refraction	optic_disc_size_measurement	1	0.043478260869565216	['C14orf39']
Abnormality_of_refraction	platelet_count	1	0.043478260869565216	['MYO1D']
Abnormality_of_refraction	prostate_carcinoma	2	0.08695652173913043	['RP11-1042B17.3', 'C14orf39']
Abnormality_of_refraction	psoriasis	1	0.043478260869565216	['IKZF4']
Abnormality_of_refraction	response_to_antineoplastic_agent__response_to_anthracycline-based_chemotherapy	1	0.043478260869565216	['RASGRF1']
Abnormality_of_refraction	response_to_diruetic	1	0.043478260869565216	['BICC1']
Abnormality_of_refraction	response_to_drug	1	0.043478260869565216	['RDH5']
Abnormality_of_refraction	schizophrenia	1	0.043478260869565216	['ACTR8']
Abnormality_of_refraction	seasonality_measurement	1	0.043478260869565216	['TJP2']
Abnormality_of_refraction	type_I_diabetes_mellitus	1	0.043478260869565216	['IKZF4']
Abnormality_of_refraction	type_I_diabetes_mellitus__autoantibody_measurement	1	0.043478260869565216	['IKZF4']
Abnormality_of_refraction	visceral:subcutaneous_adipose_tissue_ratio	1	0.043478260869565216	['TOX']
Alzheimers_disease	Alzheimers_disease__psychotic_symptoms	1	0.007751937984496124	['BIN1']
Alzheimers_disease	C-reactive_protein_measurement	1	0.007751937984496124	['RAD50']
Alzheimers_disease	CCL11_measurement	1	0.007751937984496124	['PBX3']
Alzheimers_disease	Corticobasal_degeneration	5	0.03875968992248062	['WNT3', 'MAPT-AS1', 'KANSL1', 'MAPT', 'CRHR1']
Alzheimers_disease	Crohn's_disease	5	0.03875968992248062	['P4HA2', 'AC034228.7', 'PTK2B', 'ACSL6', 'POLR2E']
Alzheimers_disease	DNA_methylation	1	0.007751937984496124	['TRIM66']
Alzheimers_disease	FEV-FEC_ratio	1	0.007751937984496124	['MYO7B']
Alzheimers_disease	FEV_change_measurement__response_to_zileuton__asthma	1	0.007751937984496124	['PCNX']
Alzheimers_disease	Heschl's_gyrus_morphology_measurement	1	0.007751937984496124	['KALRN']
Alzheimers_disease	IGA_glomerulonephritis	1	0.007751937984496124	['ZMAT5']
Alzheimers_disease	IGF-1_measurement	1	0.007751937984496124	['MACROD2']
Alzheimers_disease	Lewy_body_dementia__Lewy_body_dementia_measurement	1	0.007751937984496124	['TRIM66']
Alzheimers_disease	Malignant_epithelial_tumor_of_ovary	4	0.031007751937984496	['WNT3', 'KANSL1', 'MAPT', 'NSF']
Alzheimers_disease	Parkinson's_disease	8	0.06201550387596899	['MAPT-AS1', 'KANSL1', 'WNT3', 'NSF', 'AC034228.3', 'AC034228.7', 'MAPT', 'CRHR1']
Alzheimers_disease	Progressive_supranuclear_palsy	5	0.03875968992248062	['WNT3', 'MAPT-AS1', 'KANSL1', 'MAPT', 'CRHR1']
Alzheimers_disease	acute_lymphoblastic_leukemia	1	0.007751937984496124	['ZNF223']
Alzheimers_disease	acylcarnitine_measurement__blood_metabolite_measurement	2	0.015503875968992248	['P4HA2', 'ACSL6']
Alzheimers_disease	age_at_menarche	3	0.023255813953488372	['NARS2', 'GAB2', 'TRIM66']
Alzheimers_disease	albumin_globulin_ratio_measurement	1	0.007751937984496124	['SETBP1']
Alzheimers_disease	alcohol_dependence	2	0.015503875968992248	['PCNX', 'NDUFAF6']
Alzheimers_disease	alkaline_phosphatase_measurement	1	0.007751937984496124	['RP11-333E1.1']
Alzheimers_disease	androgenetic_alopecia	5	0.03875968992248062	['WNT3', 'MAPT-AS1', 'KANSL1', 'MAPT', 'CRHR1']
Alzheimers_disease	asthma	2	0.015503875968992248	['P4HA2', 'RAD50']
Alzheimers_disease	attention_deficit_hyperactivity_disorder__unipolar_depression__schizophrenia__autism_spectrum_disorder__bipolar_disorder	1	0.007751937984496124	['AC034228.7']
Alzheimers_disease	biliary_liver_cirrhosis	1	0.007751937984496124	['PLCL2']
Alzheimers_disease	bipolar_disorder	1	0.007751937984496124	['MACROD2']
Alzheimers_disease	blood_metabolite_measurement	4	0.031007751937984496	['P4HA2', 'GAB2', 'ACSL6', 'KALRN']
Alzheimers_disease	body_height	4	0.031007751937984496	['P4HA2', 'ACSL6', 'MACROD2', 'ZNRF2']
Alzheimers_disease	body_mass_index	7	0.05426356589147287	['NUP88', 'NARS2', 'RABEP1', 'SIGLECL1', 'PLB1', 'TRIM66', 'CRHR1']
Alzheimers_disease	bone_density	6	0.046511627906976744	['KANSL1', 'WNT3', 'RIN3', 'MAPT-AS1', 'MAPT', 'CRHR1']
Alzheimers_disease	cancer_biomarker_measurement	1	0.007751937984496124	['SLC15A2']
Alzheimers_disease	celiac_disease	4	0.031007751937984496	['MAPT-AS1', 'WNT3', 'MAPT', 'NSF']
Alzheimers_disease	chronic_obstructive_pulmonary_disease	1	0.007751937984496124	['RIN3']
Alzheimers_disease	coagulation_factor_measurement	1	0.007751937984496124	['SLC15A2']
Alzheimers_disease	cognition	2	0.015503875968992248	['PVRL2', 'CTB-129P6.4']
Alzheimers_disease	coronary_heart_disease	1	0.007751937984496124	['TRAPPC9']
Alzheimers_disease	diabetic_nephropathy	2	0.015503875968992248	['GNMT', 'PEX6']
Alzheimers_disease	diastolic_blood_pressure	1	0.007751937984496124	['NXN']
Alzheimers_disease	emphysema_pattern_measurement	1	0.007751937984496124	['RIN3']
Alzheimers_disease	energy_intake	1	0.007751937984496124	['DCTD']
Alzheimers_disease	eosinophil_count	1	0.007751937984496124	['RAD50']
Alzheimers_disease	fibrinogen_measurement	1	0.007751937984496124	['P4HA2']
Alzheimers_disease	gastric_carcinoma	1	0.007751937984496124	['NFYA']
Alzheimers_disease	hemoglobin_measurement__mean_corpuscular_hemoglobin	1	0.007751937984496124	['SLC15A2']
Alzheimers_disease	homocysteine_measurement	7	0.05426356589147287	['GNMT', 'PEX6', 'CD2AP', 'CNPY3', 'RP3-475N16.1', 'PCNX', 'GPR111']
Alzheimers_disease	hormone_measurement	1	0.007751937984496124	['SLC8A1-AS1']
Alzheimers_disease	hypospadias	1	0.007751937984496124	['TRIM66']
Alzheimers_disease	idiopathic_pulmonary_fibrosis	4	0.031007751937984496	['WNT3', 'MAPT-AS1', 'MAPT', 'CRHR1']
Alzheimers_disease	infant_head_circumference	2	0.015503875968992248	['MAPT', 'CRHR1']
Alzheimers_disease	inflammatory_bowel_disease	6	0.046511627906976744	['POLR2E', 'ACSL6', 'P4HA2', 'PTK2B', 'AC034228.7', 'BIN1']
Alzheimers_disease	interstitial_lung_disease	5	0.03875968992248062	['MAPT-AS1', 'WNT3', 'KANSL1', 'MAPT', 'CRHR1']
Alzheimers_disease	intra_cranial_volume	6	0.046511627906976744	['KANSL1', 'WNT3', 'NSF', 'MAPT-AS1', 'MAPT', 'CRHR1']
Alzheimers_disease	intraocular_pressure_measurement	1	0.007751937984496124	['SLC15A2']
Alzheimers_disease	kidney_stone	1	0.007751937984496124	['IQCB1']
Alzheimers_disease	longevity	1	0.007751937984496124	['STK24']
Alzheimers_disease	low_density_lipoprotein_cholesterol_measurement	1	0.007751937984496124	['TBKBP1']
Alzheimers_disease	lung_carcinoma	2	0.015503875968992248	['ZMAT5', 'CLDN16']
Alzheimers_disease	mean_arterial_pressure	1	0.007751937984496124	['NXN']
Alzheimers_disease	mean_corpuscular_hemoglobin	1	0.007751937984496124	['RIN3']
Alzheimers_disease	mean_platelet_volume	1	0.007751937984496124	['KALRN']
Alzheimers_disease	membranous_glomerulonephritis	1	0.007751937984496124	['INPP5D']
Alzheimers_disease	metabolite_measurement	1	0.007751937984496124	['P4HA2']
Alzheimers_disease	mucocutaneous_lymph_node_syndrome	1	0.007751937984496124	['IGHV2-70']
Alzheimers_disease	multiple_sclerosis	3	0.023255813953488372	['SLC15A2', 'IQCB1', 'PLCL2']
Alzheimers_disease	myocardial_infarction	1	0.007751937984496124	['PLCL2']
Alzheimers_disease	neurofibrilliary_tangles_measurement	1	0.007751937984496124	['BIN1']
Alzheimers_disease	neuroimaging_measurement__South_Texas_Assessment_of_Neurocognition	1	0.007751937984496124	['DISC1']
Alzheimers_disease	neuropsychological_test	1	0.007751937984496124	['IQCB1']
Alzheimers_disease	non-alcoholic_fatty_liver_disease__cirrhosis_of_liver	1	0.007751937984496124	['STK24']
Alzheimers_disease	obesity	1	0.007751937984496124	['TRIM66']
Alzheimers_disease	omega-6_polyunsaturated_fatty_acid_measurement	4	0.031007751937984496	['P4HA2', 'KCTD2', 'CNPY3', 'PEX6']
Alzheimers_disease	osteitis_deformans	1	0.007751937984496124	['RIN3']
Alzheimers_disease	ovarian_carcinoma	7	0.05426356589147287	['KANSL1', 'WNT3', 'NSF', 'MAPT', 'SCRN2', 'ZYX', 'CRHR1']
Alzheimers_disease	peripheral_neuropathy__acute_lymphoblastic_leukemia__response_to_vincristine	2	0.015503875968992248	['NDUFAF6', 'TP53INP1']
Alzheimers_disease	platelet_count	2	0.015503875968992248	['P4HA2', 'RAD50']
Alzheimers_disease	progression_free_survival__metastatic_colorectal_cancer__response_to_cetuximab__response_to_CAPOX-B	1	0.007751937984496124	['NFYA']
Alzheimers_disease	prostate_carcinoma	1	0.007751937984496124	['GNMT']
Alzheimers_disease	protein_C_measurement	2	0.015503875968992248	['THSD7B', 'MYO7B']
Alzheimers_disease	psoriasis	1	0.007751937984496124	['PLCL2']
Alzheimers_disease	response_to_statin	1	0.007751937984496124	['CLMN']
Alzheimers_disease	resting_heart_rate	1	0.007751937984496124	['RNF130']
Alzheimers_disease	rheumatoid_arthritis	6	0.046511627906976744	['NUP88', 'ACSL6', 'PLCL2', 'RAPGEF6', 'AC034228.7', 'RABEP1']
Alzheimers_disease	schizophrenia	5	0.03875968992248062	['PCNX', 'SFXN5', 'PLCL2', 'CELF1', 'RAD50']
Alzheimers_disease	self_reported_educational_attainment	1	0.007751937984496124	['STK24']
Alzheimers_disease	serum_IgG_glycosylation_measurement	1	0.007751937984496124	['TBKBP1']
Alzheimers_disease	serum_albumin_measurement	1	0.007751937984496124	['CELF1']
Alzheimers_disease	serum_zinc_measurement	1	0.007751937984496124	['MACROD2']
Alzheimers_disease	smoking_behavior__3-hydroxypropylmercapturic_acid_measurement	1	0.007751937984496124	['THSD7B']
Alzheimers_disease	smoking_cessation	1	0.007751937984496124	['AUTS2']
Alzheimers_disease	subcutaneous_adipose_tissue_measurement	1	0.007751937984496124	['THSD7B']
Alzheimers_disease	survival_time__Alzheimers_disease	2	0.015503875968992248	['NARS2', 'GAB2']
Alzheimers_disease	thyroid_peroxidase_antibody_measurement	1	0.007751937984496124	['KALRN']
Alzheimers_disease	tooth_agenesis	1	0.007751937984496124	['THSD7B']
Alzheimers_disease	total_cholesterol_measurement	2	0.015503875968992248	['TRAPPC9', 'TBKBP1']
Alzheimers_disease	type_II_diabetes_mellitus	2	0.015503875968992248	['NDUFAF6', 'TP53INP1']
Alzheimers_disease	type_I_diabetes_mellitus	1	0.007751937984496124	['INPP5D']
Alzheimers_disease	ulcerative_colitis	1	0.007751937984496124	['P4HA2']
Alzheimers_disease	urinary_metabolite_measurement	2	0.015503875968992248	['SLC15A2', 'PLB1']
Alzheimers_disease	visceral_adipose_tissue_measurement	1	0.007751937984496124	['SPATA20']
Alzheimers_disease	von_Willebrand_factor_measurement	1	0.007751937984496124	['SLC15A2']
Alzheimers_disease	waist-hip_ratio__body_mass_index	1	0.007751937984496124	['CRHR1']
Alzheimers_disease__brain_volume_measurement	insulin_sensitivity_measurement__glucose_homeostasis_measurement	1	1.0	['PAK2']
Alzheimers_disease__cerebrospinal_fluid_clusterin_measurement	Chronic_Hepatitis_C_infection	1	0.1111111111111111	['MRPL11']
Alzheimers_disease__cerebrospinal_fluid_clusterin_measurement	Crohn's_disease	1	0.1111111111111111	['STEAP1B']
Alzheimers_disease__cerebrospinal_fluid_clusterin_measurement	Parkinson's_disease	1	0.1111111111111111	['NUPL2']
Alzheimers_disease__cerebrospinal_fluid_clusterin_measurement	alkaline_phosphatase_measurement	1	0.1111111111111111	['ST3GAL4']
Alzheimers_disease__cerebrospinal_fluid_clusterin_measurement	bladder_carcinoma	1	0.1111111111111111	['AVL9']
Alzheimers_disease__cerebrospinal_fluid_clusterin_measurement	chronic_kidney_disease	1	0.1111111111111111	['STEAP1B']
Alzheimers_disease__cerebrospinal_fluid_clusterin_measurement	coronary_heart_disease	1	0.1111111111111111	['ST3GAL4']
Alzheimers_disease__cerebrospinal_fluid_clusterin_measurement	low_density_lipoprotein_cholesterol_measurement	1	0.1111111111111111	['ST3GAL4']
Alzheimers_disease__cerebrospinal_fluid_clusterin_measurement	total_cholesterol_measurement	1	0.1111111111111111	['ST3GAL4']
Alzheimers_disease__cerebrospinal_fluid_clusterin_measurement	type_II_diabetes_mellitus	1	0.1111111111111111	['GRK5']
Alzheimers_disease__interleukin-6_measurement__Alzheimer's_disease_biomarker_measurement	C-reactive_protein_measurement	3	1.0	['TDRD10', 'SHE', 'IL6R']
Alzheimers_disease__interleukin-6_measurement__Alzheimer's_disease_biomarker_measurement	asthma	3	1.0	['TDRD10', 'SHE', 'IL6R']
Alzheimers_disease__interleukin-6_measurement__Alzheimer's_disease_biomarker_measurement	coronary_heart_disease	2	0.6666666666666666	['TDRD10', 'IL6R']
Alzheimers_disease__interleukin-6_measurement__Alzheimer's_disease_biomarker_measurement	fibrinogen_measurement	3	1.0	['TDRD10', 'SHE', 'IL6R']
Alzheimers_disease__interleukin-6_measurement__Alzheimer's_disease_biomarker_measurement	interleukin-6_receptor_measurement	3	1.0	['TDRD10', 'SHE', 'IL6R']
Alzheimers_disease__interleukin-6_measurement__Alzheimer's_disease_biomarker_measurement	pulmonary_function_measurement	3	1.0	['TDRD10', 'SHE', 'IL6R']
Alzheimers_disease__interleukin-6_measurement__Alzheimer's_disease_biomarker_measurement	rheumatoid_arthritis	3	1.0	['TDRD10', 'SHE', 'IL6R']
Alzheimers_disease__interleukin-6_measurement__Alzheimer's_disease_biomarker_measurement	urate_measurement	1	0.3333333333333333	['SHE']
Alzheimers_disease__psychotic_symptoms	Alzheimers_disease	1	0.16666666666666666	['BIN1']
Alzheimers_disease__psychotic_symptoms	dementia__Alzheimer's_disease_neuropathologic_change	1	0.16666666666666666	['BIN1']
Alzheimers_disease__psychotic_symptoms	inflammatory_bowel_disease	1	0.16666666666666666	['BIN1']
Alzheimers_disease__psychotic_symptoms	lung_carcinoma	1	0.16666666666666666	['MARK4']
Alzheimers_disease__psychotic_symptoms	neurofibrilliary_tangles_measurement	1	0.16666666666666666	['BIN1']
Alzheimers_disease__psychotic_symptoms	platelet_count	1	0.16666666666666666	['MARK4']
Asperger_syndrome	schizophrenia	1	0.3333333333333333	['RP11-30K9.5']
Astigmatism	Abnormality_of_refraction	1	0.03571428571428571	['TOX']
Astigmatism	HIV-1_infection	2	0.07142857142857142	['PTPRN2', 'RP1-137D17.1']
Astigmatism	Hirschsprung_disease	1	0.03571428571428571	['KCNAB1']
Astigmatism	Myopia	1	0.03571428571428571	['TOX']
Astigmatism	Parkinson's_disease	1	0.03571428571428571	['CCDC82']
Astigmatism	QT_interval	1	0.03571428571428571	['RP11-421L21.3']
Astigmatism	RR_interval	1	0.03571428571428571	['TOX']
Astigmatism	adiponectin_measurement	1	0.03571428571428571	['SLC44A5']
Astigmatism	age_at_menarche	1	0.03571428571428571	['LINC00886']
Astigmatism	atopic_eczema	1	0.03571428571428571	['ERBB2IP']
Astigmatism	atopic_eczema__psoriasis	1	0.03571428571428571	['SLC44A5']
Astigmatism	birth_weight	1	0.03571428571428571	['LINC00886']
Astigmatism	blood_metabolite_measurement	2	0.07142857142857142	['SUCLG2', 'KCNAB1']
Astigmatism	body_height	3	0.10714285714285714	['SUCLG2', 'RP11-81N13.1', 'CCDC82']
Astigmatism	bone_density	2	0.07142857142857142	['PTPRN2', 'LINC00886']
Astigmatism	cytotoxicity_measurement__response_to_clozapine	1	0.03571428571428571	['LINC00886']
Astigmatism	diabetic_retinopathy	1	0.03571428571428571	['RP11-173B14.5']
Astigmatism	hypermetropia	1	0.03571428571428571	['TOX']
Astigmatism	hypertension	1	0.03571428571428571	['PTPRN2']
Astigmatism	inflammatory_bowel_disease	2	0.07142857142857142	['CCDC82', 'RP11-421L21.3']
Astigmatism	mucocutaneous_lymph_node_syndrome	1	0.03571428571428571	['PTPRN2']
Astigmatism	multiple_sclerosis	2	0.07142857142857142	['RP11-421L21.3', 'LINC00886']
Astigmatism	neonate__birth_weight	1	0.03571428571428571	['LINC00886']
Astigmatism	neonate__fat_body_mass	1	0.03571428571428571	['LINC00886']
Astigmatism	neonate__sum_of_skinfolds	1	0.03571428571428571	['LINC00886']
Astigmatism	ovarian_carcinoma	1	0.03571428571428571	['LINC00886']
Astigmatism	response_to_cytosine_arabinoside	1	0.03571428571428571	['PTPRN2']
Astigmatism	response_to_drug	1	0.03571428571428571	['SUCLG2']
Astigmatism	schizophrenia	1	0.03571428571428571	['MAEL']
Astigmatism	ulcerative_colitis	2	0.07142857142857142	['CCDC82', 'RP11-421L21.3']
Astigmatism	urinary_metabolite_measurement	1	0.03571428571428571	['RP1-137D17.1']
Astigmatism	visceral:subcutaneous_adipose_tissue_ratio	1	0.03571428571428571	['TOX']
Astigmatism	waist-hip_ratio__body_mass_index	1	0.03571428571428571	['LINC00886']
Astigmatism	whole-brain_volume__Alzheimers_disease	1	0.03571428571428571	['SLC44A5']
B-cell_acute_lymphoblastic_leukemia	acute_lymphoblastic_leukemia	1	1.0	['FIGNL1']
B-cell_acute_lymphoblastic_leukemia	body_mass_index	1	1.0	['FIGNL1']
B-cell_acute_lymphoblastic_leukemia	malaria	1	1.0	['FIGNL1']
B-cell_acute_lymphoblastic_leukemia	systemic_scleroderma	1	1.0	['FIGNL1']
BNP_measurement	Crohn's_disease	1	0.1111111111111111	['IP6K2']
BNP_measurement	NT-proBNP_measurement	2	0.2222222222222222	['MTHFR', 'NPPA-AS1']
BNP_measurement	QT_interval	1	0.1111111111111111	['DKK2']
BNP_measurement	atrial_fibrillation	2	0.2222222222222222	['MTHFR', 'NPPA-AS1']
BNP_measurement	blood_metabolite_measurement	3	0.3333333333333333	['CYP4V2', 'F11', 'DKK2']
BNP_measurement	cognition	1	0.1111111111111111	['IP6K2']
BNP_measurement	coronary_artery_calcification	3	0.3333333333333333	['CYP4V2', 'F11', 'DKK2']
BNP_measurement	homocysteine_measurement	2	0.2222222222222222	['MTHFR', 'NPPA-AS1']
BNP_measurement	inflammatory_bowel_disease	1	0.1111111111111111	['IP6K2']
BNP_measurement	mean_arterial_pressure	1	0.1111111111111111	['MTHFR']
BNP_measurement	metabolite_measurement	3	0.3333333333333333	['CYP4V2', 'F11', 'DKK2']
BNP_measurement	partial_thromboplastin_time	1	0.1111111111111111	['CYP4V2']
BNP_measurement	plasma_renin_activity_measurement	2	0.2222222222222222	['CYP4V2', 'F11']
BNP_measurement	protein_C_measurement	1	0.1111111111111111	['IP6K2']
BNP_measurement	systolic_blood_pressure	1	0.1111111111111111	['MTHFR']
BNP_measurement	ulcerative_colitis	1	0.1111111111111111	['IP6K2']
BNP_measurement	vasoactive_peptide_measurement	2	0.2222222222222222	['CYP4V2', 'F11']
BNP_measurement	venous_thromboembolism	1	0.1111111111111111	['F11']
BNP_measurement	waist-hip_ratio__body_mass_index	1	0.1111111111111111	['CBX3']
Behcet's_syndrome	Crohn's_disease	1	0.07142857142857142	['ERAP1']
Behcet's_syndrome	Hodgkins_lymphoma	3	0.21428571428571427	['CAST', 'ERAP1', 'CTD-2260A17.3']
Behcet's_syndrome	alcohol_dependence	2	0.14285714285714285	['CTD-2260A17.1', 'ERAP1']
Behcet's_syndrome	ankylosing_spondylitis	4	0.2857142857142857	['CAST', 'ERAP1', 'CTD-2260A17.3', 'CTD-2260A17.1']
Behcet's_syndrome	energy_intake	1	0.07142857142857142	['STAT4']
Behcet's_syndrome	hypertension	1	0.07142857142857142	['CAST']
Behcet's_syndrome	maximal_oxygen_uptake_measurement	2	0.14285714285714285	['KLRK1', 'RP11-277P12.20']
Behcet's_syndrome	narcolepsy_with_cataplexy	2	0.14285714285714285	['CCR3', 'FYCO1']
Behcet's_syndrome	psoriasis	4	0.2857142857142857	['CAST', 'ERAP1', 'CTD-2260A17.3', 'CTD-2260A17.1']
Behcet's_syndrome	response_to_antidepressant	1	0.07142857142857142	['FYCO1']
Behcet's_syndrome	serum_gamma-glutamyl_transferase_measurement	1	0.07142857142857142	['STAT4']
Behcet's_syndrome	urate_measurement__body_mass_index	1	0.07142857142857142	['ERAP1']
Biliary_atresia	multiple_myeloma	1	0.25	['ADD3']
Biliary_atresia	multiple_sclerosis	1	0.25	['ADD3']
Bladder_exstrophy	attention_deficit_hyperactivity_disorder__conduct_disorder	1	0.2	['RP1-78O14.1']
Bladder_exstrophy	energy_intake	1	0.2	['RP1-78O14.1']
Bladder_exstrophy	forced_expiratory_volume__response_to_mineral_dust_exposure	1	0.2	['ZMAT4']
Bladder_exstrophy	hepatitis_C_infection__cirrhosis_of_liver	1	0.2	['RP11-389K14.3']
Bladder_exstrophy	response_to_anticoagulant	1	0.2	['ZMAT4']
Bronchopulmonary_dysplasia	Malignant_epithelial_tumor_of_ovary	1	0.3333333333333333	['TNK2']
Bronchopulmonary_dysplasia	longevity	1	0.3333333333333333	['CYP2W1']
Bronchopulmonary_dysplasia	ovarian_carcinoma	1	0.3333333333333333	['TNK2']
